Volumen,Filename,Fila,Transcripcion,Precio,Observaciones,Salto De Pagina
2,pagina_0312-OCR.json,3,Eiusd. Numismata Imperatorum Romanorum 4.º 2 tom. Pasta  Paris 1692. N. 99 fig. 90,90,,VERDADERO
2,pagina_0312-OCR.json,4,Id. Otro exemplar en un volumen año 1682. 50,50,,VERDADERO
2,pagina_0312-OCR.json,5,Eiusd. Selectiora Numismata in aere Maximi Meduli  e Museo illustrissimi D. Francisci de Campo 1.º Paris 1692. figuras. 36,36,https://www.cervantesvirtual.com/obra/selectiora-numismata-in-aere-maximi-moduli-e-museo-illustrissimi-dd-francisci-de-camps/,VERDADERO
2,pagina_0312-OCR.json,6,Vairach (D. Abbe de) Extrae de l'Espagne: 12.º  4 tom. Paris 1718 N.60. 32,32,,VERDADERO
2,pagina_0312-OCR.json,7,Valaguer (D. Anatasio Mancelino Oberte) La Cordura Governadora 4.º Napoles 1683. Numero 252. 6,6,,VERDADERO
2,pagina_0312-OCR.json,8,Valcarcel (Excmo. Sr. D. D. Antonio) Barros Saguntinos Disertacion sobre estos Monumentos antiguos: 8.º Pasta  figuras Valencia 1779. cNum. 158. 8,8,https://books.google.es/books/about/Barros_Saguntinos.html?id=nwpnAAAAcAAJ&redir_esc=y,VERDADERO
2,pagina_0312-OCR.json,9,"Id. Medallas de las Colonias, Municipios, y Pueblos antiguos de España 1.º Valencia 1773. cN. 78. 10",10,,VERDADERO
2,pagina_0312-OCR.json,10,Valchio (Jo. Ernesto) De persecutione Nerioniana,,,VERDADERO
2,pagina_0313-OCR.json,0,in Hispania 4º Jennae 1753 N. 78 15,15,,
2,pagina_0313-OCR.json,1,Valdecebro (P. M. Fr. Andrés fde) El Cetro con ojos 8.ª Madrid 1677. c. 71 6,6,,FALSO
2,pagina_0313-OCR.json,2,"Valdeflores (Cotarquer D.) Viaje de España, hecho de orden del mag. 4.ª Madrid año 1765. número 187 24",24,,VERDADERO
2,pagina_0313-OCR.json,3,"Valderas (Franc.) Libellus de Belli injustitia, initia ve: 4.ª Romae 1533. Número 310 6",6,,VERDADERO
2,pagina_0313-OCR.json,4,Valdés (F. Fernando Ortiz de) Restauración de Lérida 4.ª Madrid 1644. c. 187 14,14,,VERDADERO
2,pagina_0313-OCR.json,5,Valdés (F. Francisco) Espejo de Disciplina militar 4.ª Bruselas 1594. c. 293 6,6,,VERDADERO
2,pagina_0313-OCR.json,6,Valderio (Doctore Jacobo) De Dignitate Regum Ysp. fol. Granatae 1602. c. 130 24,24,,VERDADERO
2,pagina_0313-OCR.json,7,Valderio (D. Jacobo) Additiones ad Rodericum Suarez fol. Pintiae 1590. c. 287 12,12,,VERDADERO
2,pagina_0313-OCR.json,8,Valdivieso (Mtro. Josef D.) Sagno. de Toledo Poema Heroico: 8.ª Barcelona 1618. c. 2 12,12,,VERDADERO
2,pagina_0313-OCR.json,9,id. Romancero espiritual8º Valencia 1680 N.2 8,8,,
2,pagina_0313-OCR.json,10,Valencia (Gregorii) De Nebus fidei controversiis fol. Lugduni 1591. c. 106 60,60,,VERDADERO
2,pagina_0313-OCR.json,11,"Valencia (Petri) Academica, sive de judiciorum verum 8.ª Antuerpiae año 1596. número 39 8",8,,VERDADERO
2,pagina_0313-OCR.json,12,Valencia (D. Melchorix) Ylustrium insitum,,,VERDADERO
2,pagina_0314-OCR.json,0,trancat libri tres 4º volumen 1 Lugduni 1695 N 272 12,12,,
2,pagina_0314-OCR.json,1,eiusd. Episolae ad Antonium Fabrum 8º Matriti 1615 N. 250 4,4,,
2,pagina_0314-OCR.json,2,Valentini (Io. Stephani) De bello sacro Religionis causa suscepto 4° Oriolexe 1603. N.241 12,12,,FALSO
2,pagina_0314-OCR.json,3,Valentini (Io. Stephani) De potestate Coactiva quando Romanus Pontifex exercet in negotia saecularia 4° Romae 1586. N.241 12,12,,VERDADERO
2,pagina_0314-OCR.json,4,Valentini (Panchalis) Cursus et Elogiae ad Viatorem cum notis 4° Braciani 1637. Num. 12 12,12,,VERDADERO
2,pagina_0314-OCR.json,5,Valenzuela (Francisci) Ad tres patremos libros codic. fol. 295 15,15,,VERDADERO
2,pagina_0314-OCR.json,6,"Valenzuela (D. Joannis) De estatu, ac belli ratione servanda 4.° Neapoli 1620. N.263 8",8,,VERDADERO
2,pagina_0314-OCR.json,7,Valenzuela (D. Joannis) Defensio justitiae et justificationis et monitorii emisi et promulgati per SS. D. N. S. Iohannem Papam V. Valentiae 1607. Numero 226. 4º Pol. 12,12,,VERDADERO
2,pagina_0314-OCR.json,8,Valenzuela (Belarguez D. Io.) Consilia juris: fol. 2 tom. Lugd. 1671. Numero 275 80,80,,VERDADERO
2,pagina_0314-OCR.json,9,Valenzuela (D. Pedro) Portugal Unido y Separado 4° Madrid 1659. Num. 307 98,98,,VERDADERO
2,pagina_0314-OCR.json,10,Valenii (Maximi) Dictorum factorumque memorabilium 12. Pasta Antuerpiae 1678. N.228 8,8,,VERDADERO
2,pagina_0314-OCR.json,11,Valenii (Maximi) Dictorum factorumque memorabilium libri novem 8.° Leemae 1620. N.38 15,15,,VERDADERO
2,pagina_0315-OCR.json,1,Tradicido en castellano por Ugo de Traies 4.º Alcala de Henares ano 1520 16 80,80,,FALSO
2,pagina_0315-OCR.json,2,"Valeriano (Joanne Pierio) Hieroglyphica, seu de Sacris Aegyptiorum, aliamunque Gentium Literis Commentarii: fol. Lugduni  1586 233 40",40,,VERDADERO
2,pagina_0315-OCR.json,3,Valerii (Augustini) De cautione adhibenda in edendis libris: 4.º Patavii 1719 67 18,18,,VERDADERO
2,pagina_0315-OCR.json,4,Valerii Flaci (C.) Argonanticum: 8.º Antuerpiae 1565 Parta 5 12,12,,VERDADERO
2,pagina_0315-OCR.json,5,Valeron (D.D. Eman. Romanus) Tractatus de transactionibus: fol. Lugduni 1665 254 18,18,,VERDADERO
2,pagina_0315-OCR.json,6,"Valla (Laurentius) Elegantia Latinae Linguae, a Roenerto Iemmo emendata: 8.º Parta Methimnae Campi 1564 118 6",6,,VERDADERO
2,pagina_0315-OCR.json,7,Eivd. Lucubrationes ad linguae latinae retanationen: 8.º Lugduni 1532 127 12,12,,VERDADERO
2,pagina_0315-OCR.json,8,Eivd. Opera varia: 4.º Parisiis anno 1529 25 30,30,,VERDADERO
2,pagina_0315-OCR.json,9,Valladares (D. Antonio) Seminario erudito: 4.º 4 tom. Rustica Madrid 1787 212 48,48,,VERDADERO
2,pagina_0315-OCR.json,10,Vallanna (D. Franc. Maria) Addit. legalis ad Bibliothecam Lucii Ferraris: fol. Pasta,,,VERDADERO
2,pagina_0316-OCR.json,0,Matriti 1780 N.43 44,44,,
2,pagina_0316-OCR.json,1,"Vallemont (El Abad) Curiosidades de la Naturaleza y del Arte traducido del Francés al Español por D. Josef Oguini 8.º Pamplona 1735 At, 20  6",6,,FALSO
2,pagina_0316-OCR.json,2,Valles (Lic. Francisco) Cartas Familiares de Moralidad 8.º Madrid 1603 Atado 29 6,6,,VERDADERO
2,pagina_0316-OCR.json,3,Vallesii (Francisci) De Sacra Philosophia 8.º Lugduni 1622 Número 92 Pasta 15,15,,VERDADERO
2,pagina_0316-OCR.json,4,Vallesii  Cobarrubiani (Francisci) Comentarii in Galeni Artem Medicinalem  8.º Compluti 1567 Atado 29 5,5,,VERDADERO
2,pagina_0316-OCR.json,5,Eiusd. In Libros Hippocratis Ratione Victus in Morbis Acutis 8.º ibid. 1569 Atado 29 6,6,,VERDADERO
2,pagina_0316-OCR.json,6,Eiusd. Controversionae Medicae Philosophiae fol. Compluti 1563 N.11 18,18,,VERDADERO
2,pagina_0316-OCR.json,7,Eiusd. Methodus medendi 8.º Madrid 1588 Atado 24 6,6,,VERDADERO
2,pagina_0316-OCR.json,8,Vallis florum (Cuarchio) Coleccion de Documentos para la Historia de España 4.º Madrid 1765 Número 189 6,6,,VERDADERO
2,pagina_0316-OCR.json,9,"Saloni (Nicolo') Diario de più importanti accadati in Italia, è particolarmente dall'anno 149 e sino al 1512 4.º pasta Fiorenza 1568 Número 188 16",16,,VERDADERO
2,pagina_0316-OCR.json,10,"Valsalbone (Fr. Ricardo) Version parafrastica de las Epístolas de los Apóstoles Santiago, S. Pedro    ",,,VERDADERO
2,pagina_0317-OCR.json,1,S. Juan y S. Pedro Thadeo 12.º Pasta Madrid 1787 192 14,14,,FALSO
2,pagina_0317-OCR.json,2,Valtanas (Fr. Domingo de) Conferionario 8.º Sevilla 1554 94 12,12,,VERDADERO
2,pagina_0317-OCR.json,3,Valverde (D. Antonio Sanchez) Exámen de los Sermones del P. Eliseo con instrucciones á los Predicadores 8.º Pasta  2 tom. en un volumen cto. Madrid 1787 194 12,12,,VERDADERO
2,pagina_0317-OCR.json,4,Valunzi (Estefanu) Vitae Paparum Avenionensium 4.º Pasta  2 tom. Parisiis 1693 292 120,120,,VERDADERO
2,pagina_0317-OCR.json,5,Van. (Mr.) Lettre de Mr. H: sur l’état present des affaires de l’Europe 8.º 6 tomos ALa Haye 1755 317 36,36,,VERDADERO
2,pagina_0317-OCR.json,6,"Vanden (D. Lorenzo) D. Filippo et Prudente 2.º de este nombre, entre los Reyes de España 4.º Madrid 1632 134 15",15,,VERDADERO
2,pagina_0317-OCR.json,7,"Vander (Petrus) Bibliotheca exquisitima in omni facultate Arte, Sciencia, et Lingua 8.º 3 Pasta  blanca Lugduni Batavorum 1729 715 36",36,,VERDADERO
2,pagina_0317-OCR.json,8,Vander Burchio (Lamberto) Historia Gentiliciae 4.º tafilete Lugduni Batavorum 1529 212 20,20,,VERDADERO
2,pagina_0317-OCR.json,9,Vandermueben (S.) Dissertatio de orto et interitu,,,VERDADERO
2,pagina_0318-OCR.json,1,Imperii Romani 8. Utrajecti 1698. v. 126. 12,12,,FALSO
2,pagina_0318-OCR.json,2,Van espen (Zegeri Bernardi) Jus Ecclesiasticum Universum: fol. Parta 2 tom. Coloniae Agripinae 1719. Número 285. 160,160,https://bibliotecavirtualmadrid.comunidad.madrid/bvmadrid_publicacion/es/consulta/registro.do?id=65760,VERDADERO
2,pagina_0318-OCR.json,3,Vanienii (Jacobi) Praedium Rusticum editio aucta: 8°. Parta Amstelodami anno 1749 Atado 9. 14,14,,VERDADERO
2,pagina_0318-OCR.json,4,"Id. La casa de Campo intitulado Praedium Rusticum, traducido del Latin al Castellano por D. Santos Diez Gonzalez: 8°. Pasta Madrid año 1785. c. 103. 10",10,,VERDADERO
2,pagina_0318-OCR.json,5,Vañor de Velazco (D. Juan) Seneca Ilustrado: 4°. Parta ciudad año 1676 c. 67 fij. 20,20,,VERDADERO
2,pagina_0318-OCR.json,6,Van-Vant (Francisco) Historia Hereticaorum 8°. 2 tom. Venetiis 1735. v. 83. 20,20,,VERDADERO
2,pagina_0318-OCR.json,7,Vara y Caberon (D. D. Gabriel de) Grandezas y Maravillas de Roma: folio Madrid 1673. Número 121. 36,36,,VERDADERO
2,pagina_0318-OCR.json,8,"Vargas (Baltasar) Breve Relacion en octava rima de la Tornada del Duque de Alba, desde España a los estados de Flandes: 8°. Amberes 1568. v. 159. 6",6,,VERDADERO
2,pagina_0318-OCR.json,9,Vargas (D. Bernabe de) Discursos de la Nobleza de Espana: 4°. Madrid 1622. c. 283. 15,15,,VERDADERO
2,pagina_0318-OCR.json,10,Vargas (Bernardo Perez de) De Re metallica: 12°. Madrid. 1549. c. 31. 66,66,,VERDADERO
2,pagina_0318-OCR.json,11,"Vargas (D. Bernardo) Militia Indiana, y Des",,,VERDADERO
2,pagina_0319-OCR.json,0,cripcion de las Yndias 4 N. 283 12,12,,FALSO
2,pagina_0319-OCR.json,1,Vargas (D. Thomas Tamayo de) Restauracion de la Ciudad del Salvador en la Provincia del Brasil por las armas de Felipe IV  4º Madrid 1628 134 18,18,,VERDADERO
2,pagina_0319-OCR.json,2,Id. Defensa de la Historia General de España del P. Mariana 4º Toledo 1616 134 12,12,,VERDADERO
2,pagina_0319-OCR.json,3,"Vasrqui (Benedicto) Leccion sobre la Primacia de las Artes con una pasta de Miguel Angelo, traducida del Italiano Felipe IV 8.º Pasta  blanca Madrid 1753 35 5",5,https://bibliotecadigital.museodelprado.es/pradobib/es/bib/14319.do,VERDADERO
2,pagina_0319-OCR.json,4,Varronis (M. Terentii) Opera omnia cum notis Scaligeri et aliorum 12.º parte 2 tomos Durdrecti  1619 137 32,32,,VERDADERO
2,pagina_0319-OCR.json,5,Varros (Alonso de) Proverbios morales concordados por Paton 4º Lisboa 1617 189 12,12,,VERDADERO
2,pagina_0319-OCR.json,6,"Varaei (Joannis) Chronicon, atque Taxarapha de Rebus Hispaniae 8º Coloniae 1577 159 12",12,,VERDADERO
2,pagina_0319-OCR.json,7,Id. Oratio Funebris in Eusegium Doct. Petr. Lupi 8.º Salamanticae 1556 39 6,6,,VERDADERO
2,pagina_0319-OCR.json,8,Vasconcellio (P. Antonio)  Anaceephalaeoses actorum Regum Lucitaniae 8.º Pasta  blanca Antuerpiae 1621 161 60,60,,VERDADERO
2,pagina_0319-OCR.json,9,Vasconcelos (D. Agustin Manuel) Sucesion del Rey Felipe Segundo 12º Madrid 1639 147 6,6,,VERDADERO
2,pagina_0320-OCR.json,1,"id. Vida de D. Duarte de Meneses, tercero Conde de Viana 4.º Lisboa 1627. n. 146 12",12,,FALSO
2,pagina_0320-OCR.json,2,Vida del Rey D. Juan Segundo de decimotercio de Portugal 4.º Madrid 1639. n. 146 12,12,,VERDADERO
2,pagina_0320-OCR.json,3,Vavaronius (Franc.) De Ludicis dictione: 4.º Pasta Luteliae Parisiorum 1638. n. 22 20,20,,VERDADERO
2,pagina_0320-OCR.json,4,Vauban (Mr. de) Veritable maniere de fortifier 4.º fig. Amsterdam 1726. n. 145 18,18,,VERDADERO
2,pagina_0320-OCR.json,5,Vauban (M. le Marcohal) De l'Attaque et de la defense des Places: 8.º pasta 2 tomos A la Haye 1742. n. 156 96,96,,VERDADERO
2,pagina_0320-OCR.json,6,Vayen de Boutigni (Mr.) De l'autorité du Roy: 8.º París Amsterdam 1751. n. 261 12,12,,VERDADERO
2,pagina_0320-OCR.json,7,"Vazquez (D. Fernando Alonso) Tratado theologico Juridico Canonico, de la licita de celebrar tres misas en el dia de Difuntos 4.º Madrid 1659. nunero 230 12",12,,VERDADERO
2,pagina_0320-OCR.json,8,Vazquez de Miranda (D. F. Alonso) Memorias Genealogicas delos Condes de Ayala y la Gomera: fol. Madrid 1651. n. 219 19,19,,VERDADERO
2,pagina_0320-OCR.json,9,"Vazquez y (D. Ferdinandus) De successione creatione, et progressu: fol. 2 tom. Francofurti 1577. Numero 254 60",60,,VERDADERO
2,pagina_0320-OCR.json,10,Vazquez (D. Ferdinandus) Mutium contro Verciarum libri Sex: fol. 2 tom. Volumen 1º. Francofurti 1668. n. 305 26,26,,VERDADERO
2,pagina_0320-OCR.json,11,Vazquez (D. To) Los heruditos a la violeta: 4.º Madrid,,,VERDADERO
2,pagina_0321-OCR.json,1,Vargas y Ríos Papeles sobre el uso del agua Madrid 1735 13 12,12,,FALSO
2,pagina_0321-OCR.json,2,Ubeda (Francisco López de) La Picara Justina 8.º Barcelona 1640 2 6,6,,VERDADERO
2,pagina_0321-OCR.json,3,Uberte Balaguer (D. Anastasio) Origen y grado del honor 4º Nápoles 1694 212 20,20,,VERDADERO
2,pagina_0321-OCR.json,4,Uberte Balaguer (D. Anastasio Cancellino) Contra la tolerancia de las Rameras 4º  Purol 1678 298 12,12,,VERDADERO
2,pagina_0321-OCR.json,5,Ubeni (Olrici) De Jure Civitatis cum commentariis de Dijneker fol. Francofurti 1752 235 36,36,,VERDADERO
2,pagina_0321-OCR.json,6,"Ubilla (D. Antonio) Sucesion, Viajes, Casamiento, y Campanas de el Rey D. Phelipe V fol. y laminas Madrid 1704 154 30",30,,VERDADERO
2,pagina_0322-OCR.json,1,Ucedo (D. Sebastián de) El Príncipe Deliberante 4.º en Colonia 1678 273 8,8,,FALSO
2,pagina_0322-OCR.json,2,Vecilla (Pedro de la) El León de España 8.º Salamanca 1586 2 18,18,,VERDADERO
2,pagina_0322-OCR.json,3,Vedmar (D. Francisco) Historia  de Velez Malaga 4.º Malaga 1650 135 15,15,,VERDADERO
2,pagina_0322-OCR.json,4,Vega Carpio (Lope de) Fiestas de Denia á Phelipe Terceo 8.º Valencia 1599 22 4,4,,VERDADERO
2,pagina_0322-OCR.json,5,Vega Carpio (Lope de) Romacero Espiritual 8.º Pasta  Atado 19 4,4,,VERDADERO
2,pagina_0322-OCR.json,6,"Vega Carpio (Lope de) Rimas, y Arte de hacer Comedias 18 4",4,,VERDADERO
2,pagina_0322-OCR.json,7,Vega Carpio (Lope de) Novelas 8.º Zaragoza 1648 5 6,6,,VERDADERO
2,pagina_0322-OCR.json,8,Vega Carpio (Lope de) Triunfo de la fe 8.º Madrid 1618 2 6,6,,VERDADERO
2,pagina_0322-OCR.json,9,"Vega Carpio (Dr. Fr. Lope Feliz de) Colección de las obras sueltas, así en Prosa como",,,VERDADERO
2,pagina_0323-OCR.json,0,en verso 4º Marqna. 21 ts.  Madrid 1776 N. 8 380,380,,FALSO
2,pagina_0323-OCR.json,1,Vega Carpio (D. Félix de) Fama Apostolorum 4.º Madrid 1636 7 12,12,,VERDADERO
2,pagina_0323-OCR.json,2,id. La circe  4.º Madrid 1624  12,12,,VERDADERO
2,pagina_0323-OCR.json,3,id. Justa poética de S. Isidro  4.º Madrid 1620 7 10,10,,VERDADERO
2,pagina_0323-OCR.json,4,id. Rimas Sacras  4.º Madrid 1625 7 12,12,,VERDADERO
2,pagina_0323-OCR.json,5,id. Corona Trágica  4.º Madrid 1627 7 12,12,,VERDADERO
2,pagina_0323-OCR.json,6,id. La Philomena  4.º Madrid 1621 7 14,14,,VERDADERO
2,pagina_0323-OCR.json,7,id. Siloquios amorosos  4.º Madrid 1756 7 8,8,,VERDADERO
2,pagina_0323-OCR.json,8,id. La Dorotea  8.º 2 tomos Madrid 1736 4 8,8,,VERDADERO
2,pagina_0323-OCR.json,9,id. Vida del S. Isidro en verso castellano  8.º Madrid 1603 4 6,6,,VERDADERO
2,pagina_0323-OCR.json,10,id. Los Hermosura de Angelica  Rimas 8.º 3 tomos Barcelona 1604  18,18,,VERDADERO
2,pagina_0323-OCR.json,11,id. Pastores de Belen  8.º Sevilla 1612 4 6,6,,VERDADERO
2,pagina_0323-OCR.json,12,id. Rimas Sacras  8.º Lisboa 1658 4 8,8,,VERDADERO
2,pagina_0323-OCR.json,13,id. Larcadia  8.º Madrid 1679 4 5,5,,VERDADERO
2,pagina_0323-OCR.json,14,Vega. (D. Antonio López) El Perfecto Señor Sueño Político 4.º Madrid 1652 263 12,12,,VERDADERO
2,pagina_0324-OCR.json,1,id. Eraclito y Democrito Dialogos Morales 4.º Madrid 1641. n.º 13 15,15,,FALSO
2,pagina_0324-OCR.json,2,Vega (D. Francisco de) Vida de S. Simón de Rojas nuevo: fol. Madrid 1715. n.º 108 18,18,,VERDADERO
2,pagina_0324-OCR.json,3,Vega (Garcilaso de) Obras 8.º Madrid 1765. c. 5 8,8,,VERDADERO
2,pagina_0324-OCR.json,4,"Id. Historia del Perú, y de la Florida fol.4 tom. Madrid 1723. c. 122 220",220,,VERDADERO
2,pagina_0324-OCR.json,5,Id. Historia de la Florida 4.º Madrid 1617. número 126 18,18,,VERDADERO
2,pagina_0324-OCR.json,6,Id. Sus Obras ilustradas por Herrera 4.º Sevilla 1580. Número 27 18,18,,VERDADERO
2,pagina_0324-OCR.json,7,Vega (Fr. Damian de) Poesías Christianas &c. 8.º Toledo 1590. Num. 2 18,18,,VERDADERO
2,pagina_0324-OCR.json,8,Vegetii (Flavii) De Re Militari 4.º Antuerpiae 1585. figuras. c. 68 75,75,,VERDADERO
2,pagina_0324-OCR.json,9,Id. De Re Militari ed recensione: P. Scriverii 8.º Lugd. 1633. c. 114 10,10,,VERDADERO
2,pagina_0324-OCR.json,10,Vegeno (L.) Themano Palatino Selectus sive Germanorum et Cimbrorum Heidelbergae 1675. fig. c. 74. fol. Mayor 150,150,,VERDADERO
2,pagina_0324-OCR.json,11,Veitia (D. Josef) Norte de la contratación de las Indias fol. Sevilla año 1672. n. 121 40,40,,VERDADERO
2,pagina_0324-OCR.json,12,Vela (D. Jacopo) Dissertationes juris controversi in hispaniensi Senatu fol. 2 tomos Granatae 1638. n. 304 40,40,,VERDADERO
2,pagina_0324-OCR.json,13,Velasco (Alvarus) De Jure Emphyteutico fol. Olisiponae 1614. Num. 246 15,15,,VERDADERO
2,pagina_0324-OCR.json,14,Velasco Gouvea (F. Francis) Aclamacion Do  ,,,VERDADERO
2,pagina_0325-OCR.json,1,Rey de Portugal Dom Joao 1º fol. Lisboa 1644 306 30,30,,FALSO
2,pagina_0325-OCR.json,2,Id. Perfidia de Alemania y de Castilla en la Prisión del Infante de Portugal D. Duarte fol. Lisboa 1652 306 32,32,,VERDADERO
2,pagina_0325-OCR.json,3,Id. Ioannes quartus Portugaliae Red: filio: Parta blanca Olisponae 1645 306 24,24,,VERDADERO
2,pagina_0325-OCR.json,4,Velasco (D. Gabriel Abaxen) De judice Perfecto fol. Lugduni 1662 V. 294 30,30,,VERDADERO
2,pagina_0325-OCR.json,5,Velasco (Juan Lopez) Orthographia y pronunciacion Castellana 8. Burgos 1587 32 15,15,,VERDADERO
2,pagina_0325-OCR.json,6,Velasco (Juan de) Defensa dela Venida y Predicacion del Apostol Santiago en Espana 4º. Valladolid 1605 V. 149 20,20,,VERDADERO
2,pagina_0325-OCR.json,7,Velasco y Trevexo (D. Juan Banoz) El Ayo y Maestro de Principes 4º. Madrid 1674 115 15,15,,VERDADERO
2,pagina_0325-OCR.json,8,Velasco (D. Juan Bautista Gil) Triunfo de la unión  Catholico y Militar 4º Madrid 1650 V. 230 8,8,https://www.porrualibros.com/item/6848/gil-de-velasco-juan-bautista/catolico-y-marcial-modelo-de-prudentes-y-valerosos-soldados,VERDADERO
2,pagina_0325-OCR.json,9,"Velasco (D. Pedro Fernandez) Segundo de Tordesillas, con una Sumaria Relacion del Linaje de Velasco por Pedro Mantuano f. Milan 1671 V. 198 20",20,,VERDADERO
2,pagina_0325-OCR.json,10,Velasco de Medinilla (D. Pedro) Caii et Proculi,,,VERDADERO
2,pagina_0326-OCR.json,0,"aliorumque veterum juris auctorum apertae rixae et implacabiles concertationes 4º Salamanticae 1625 N, 282 10 ",10,https://historia-hispanica.rah.es/biografias/45034-pedro-de-velasco-y-medinilla,
2,pagina_0326-OCR.json,1,"Velazquez Sanzmento (D. José de Alarcos) Coleccion de Genealogias delos Reyes de Portugal fol. mayor, Lisboa 1754. N. 223 30",30,,
2,pagina_0326-OCR.json,2,Velazquez (D. Luis Jose) Medallas de conocidas 4.º Madrid 1752. N 77 22,22,,
2,pagina_0326-OCR.json,3,Velazquez de Velasco (D. Alonso) Comentario del Coronel Francisco Berdugo de la Guerra de Trisa 8.º Napoles 1610 N.  136 8,8,,
2,pagina_0326-OCR.json,4,Velazquez (Didaco) Defensio Statuti toletani pro his qui contaminano generosa hº Antuerpiae 1575. N.  114 4,4,,
2,pagina_0326-OCR.json,5,Velazquez (D. Luis Jose) Anales de España 4º Malaga 1749 12,12,,
2,pagina_0326-OCR.json,6,Velazquez (D. Luis Jose) Congeuras sobre las medallas de los Reyes godos ySuevos de España 4º idib. 1759 N.180 10 de España 4º Malaga 1749 12,10,,
2,pagina_0326-OCR.json,7,Velazquez (Pedro) Tratado de las Virtudes y excelencia de los baños de Tiermas 8.º Pamplona 1624. Atado 12 4,4,,
2,pagina_0326-OCR.json,8,Velejo Paterculo Traducido al Castellano por D. Manuel Sueyro 4º pasta Madrid 1787. N.  numero 293 16,16,,
2,pagina_0326-OCR.json,9,Velez Marín (D. Manuel) Disertacion Sobre las Letanias antiguas de la Iglesia de España 8.º Madrid 1758. N.  numero 230 40,40,,
2,pagina_0327-OCR.json,1,Velkery (Augustus) De privilegiis Ecclesiarum Venetiis 1757 4º 51 19,19,,FALSO
2,pagina_0327-OCR.json,2,Vellonillo (A. Ferdinandi) Adversentiae Theologiae Scholasticae Compluti 1585 fol. 107 15,15,,VERDADERO
2,pagina_0327-OCR.json,3,Velseri (Marci) Rerum Augustanarum virorum Reliquiarum Libri 8 Venetiis 1594 fol. 97 30,30,,VERDADERO
2,pagina_0327-OCR.json,4,Peltronium (Ptolocæum) Statuta Ord. Hospitalis Sancti Joannis Hierosolimitani Romæ 1588 fol. 119 60,60,,VERDADERO
2,pagina_0327-OCR.json,5,Velvo (Sulielmo) Divini Iudiciorum ac Juris Civilis Romanorum Parallela Lugduni Batavorum 1594 8º 282 6,6,,VERDADERO
2,pagina_0327-OCR.json,6,Venavides (Didaci) Elucubrationes Panormi 1679 4º 27 12,12,,VERDADERO
2,pagina_0327-OCR.json,7,Venegas (Alex.) Agonia del trancito de la muerte Alcalá 1560 8º 26 20,20,,VERDADERO
2,pagina_0327-OCR.json,8,Venegas (Alex.) Diferencias y libros que hay en el Universo Madrid 1563 4º 45 15,15,,VERDADERO
2,pagina_0327-OCR.json,9,"Venegas (Alex.) Idem, misma obra Toledo 1540 8º 57 24",24,,VERDADERO
2,pagina_0327-OCR.json,10,"Venegas (Alex.) Idem, misma obra Valladolid 1563 8º 61 3",3,,VERDADERO
2,pagina_0327-OCR.json,11,"Venegas (Alex.) Idem, misma obra Pasta, Sala 12º  ",,,VERDADERO
2,pagina_0328-OCR.json,0,Manca 1572 N31 16,16,,
2,pagina_0328-OCR.json,1,"Venegas (P. Eligio) Noticia de la California 4.º 3 tomos, fig. Madrid 1757. N.º 135. 36",36,,FALSO
2,pagina_0328-OCR.json,2,"Venero (R. P. Fr. Alonso) Enchiridion, o manual del tiempo 8.º Alcalá 1641. N. 136. 8",8,,VERDADERO
2,pagina_0328-OCR.json,3,Venetia (P. Paolo) Apologia per l'oppositioni fatte dall'Illustrissimo Cardinale Belarmino 12.º Parte in Venetia 1687. N.º 317. 6,6,,VERDADERO
2,pagina_0328-OCR.json,4,Veneti (Marcii Pauli) De Regionibus orientalibus: 4.º Coloniae Brandenburg Anno 1671. N. 125 12,12,,VERDADERO
2,pagina_0328-OCR.json,5,"Id. Historia de las Provincias y Comarcas de las Provincias Orientales, traducida del latín por D. Martín de Bola. 8º pasta Zaragoza 1601 Atado 20 8",8,,
2,pagina_0328-OCR.json,6,Ventivollo (El Cardenal) Guerra de Flandes fob. Madrid 1643. N. numero 10. 30,30,,VERDADERO
2,pagina_0328-OCR.json,7,"Ventura (Conin) Thesoro Político, ó vero Ragioni di Stato 4.º 3 tomos, pasta Blanca Francofurti 1610. N. numero 263. 36",36,,VERDADERO
2,pagina_0328-OCR.json,8,Vera (Juan Antonio de) Resulta de la vida de D. Fernando Alvarez de Toledo Duque de Alba 4.º Madrid 1637. N.º 134. 16,16,,VERDADERO
2,pagina_0328-OCR.json,9,Veranio (D. Placido) Conversación sobre el Diario del Literato de España 8.º Madrid 1737. N. numero 114. 4,4,,VERDADERO
2,pagina_0328-OCR.json,10,Vera y Zuñiga (D. Juan Antonio) El Embajador 4.º Sevilla 1620. N. 311. 12,12,,VERDADERO
2,pagina_0329-OCR.json,1,"Vera y Figueora (D. Fran) Epitome de la vida, y hechos del Emperador Carlos V. 4º Madrid 1649 134 12",12,,FALSO
2,pagina_0329-OCR.json,2,Id. Defensa del Rey S. Pedro: 4.º Madrid 1648 134 12,12,,VERDADERO
2,pagina_0329-OCR.json,3,"Verapoor (Simoni) De Epistolis latine conscribendis, illustratis, et auctis: 8.º Coloniae 1595 16 6",6,,VERDADERO
2,pagina_0329-OCR.json,4,Verde (D. Francisco) Defectus animationis 4º Lugduni 1664 IV. 12 40,40,,VERDADERO
